Course,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price,Total Enrollment after  Phase 4,Seats Available after Phase 4,Phase 4 Price
41100-01,Applied Regression Analysis,Autumn,2018,"Friday, 1:30 -  4:30","Farrell, Max",5,60,0,5,60,N/A,37,28,0,43,22,0,35,30,0,34,31,N/A
41100-02,Applied Regression Analysis,Autumn,2018,"Wednesday, 8:30 - 11:30","Toulis, Panagiotis (Panos)",5,60,0,4,61,0,65,CLO,0,65,CLO,1231,62,3,0,60,5,0
41100-03,Applied Regression Analysis,Autumn,2018,"Wednesday, 1:30 -  4:30","Toulis, Panagiotis (Panos)",4,61,0,5,60,0,65,CLO,696,65,CLO,6301,65,CLO,1008,65,CLO,N/A
41100-81,Applied Regression Analysis,Autumn,2018,"Friday, 6:00 -  9:00","Farrell, Max",8,57,0,6,59,N/A,11,54,0,10,55,N/A,9,56,N/A,9,56,N/A
41100-82,Applied Regression Analysis,Autumn,2018,"Tuesday, 6:00 -  9:00","Toulis, Panagiotis (Panos)",21,44,0,20,45,0,24,41,0,22,43,N/A,25,40,0,25,40,0
41100-85,Applied Regression Analysis,Autumn,2018,"Saturday, 1:30 -  4:30","Farrell, Max",25,40,0,25,40,0,43,22,0,37,28,N/A,31,34,0,31,34,N/A
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2018,"Tuesday, 6:00 -  9:00","Gilula, Zvi",40,5,0,45,CLO,1009,45,CLO,N/A,45,CLO,N/A,43,2,0,45,CLO,1000
41600-60,Econometrics and Statistics Colloquium,Autumn,2018,"Thursday, 1:20 -  2:50","Rockova, Veronika;Toulis, Panagiotis (Panos)",2,63,0,2,63,N/A,3,62,0,3,62,N/A,8,57,0,10,55,0
41901-50,Probability and Statistics,Autumn,2018,"Thursday, 8:30 - 11:30","Polson, Nicholas",7,23,0,6,24,N/A,13,17,0,13,17,N/A,11,19,N/A,11,19,N/A
41911-50,Advanced Econometrics,Autumn,2018,"Tuesday, 2:00 -  5:00","McDonald, Daniel",1,21,0,2,20,0,3,19,0,3,19,N/A,13,9,0,14,8,N/A
42001-01,Competitive Strategy,Autumn,2018,"Monday, 8:30 - 11:30","Budish, Eric",10,55,0,10,55,N/A,44,21,0,59,6,0,62,3,0,58,7,0
42001-02,Competitive Strategy,Autumn,2018,"Monday, 1:30 -  4:30","Budish, Eric",16,49,0,17,48,0,63,2,0,65,CLO,311,61,4,N/A,62,3,0
42001-03,Competitive Strategy,Autumn,2018,"Friday, 8:30 - 11:30","Mahoney, Neale",7,58,0,6,59,N/A,45,20,0,51,14,0,50,15,0,48,17,0
42001-04,Competitive Strategy,Autumn,2018,"Friday, 1:30 -  4:30","Mahoney, Neale",14,51,0,16,49,0,60,5,0,59,6,0,59,6,0,57,8,0
42001-05,Competitive Strategy,Autumn,2018,"Thursday, 1:30 -  4:30","Syverson, Chad",33,32,0,43,22,0,65,CLO,2759,65,CLO,N/A,65,CLO,4257,64,1,0
42001-81,Competitive Strategy,Autumn,2018,"Monday, 6:00 -  9:00","Budish, Eric",24,41,0,22,43,0,23,42,0,23,42,N/A,21,44,0,14,51,N/A
42001-82,Competitive Strategy,Autumn,2018,"Thursday, 6:00 -  9:00","Syverson, Chad",35,30,0,35,30,0,37,28,0,37,28,N/A,43,22,0,41,24,0
42001-85,Competitive Strategy,Autumn,2018,"Saturday, 9:00 - 12:00","Mahoney, Neale",70,CLO,301,70,CLO,903,70,CLO,N/A,70,CLO,N/A,66,4,0,70,CLO,1
42117-01,Platform Competition ⑤,Autumn,2018,"Monday, 8:30 - 11:30","Goolsbee, Austan",26,39,0,31,34,0,39,26,0,42,23,0,41,24,0,42,23,0
42117-02,Platform Competition ⑤,Autumn,2018,"Monday, 1:30 -  4:30","Goolsbee, Austan",49,16,0,59,6,0,62,3,0,63,2,0,60,5,0,60,5,0
42117-81,Platform Competition ⑤,Autumn,2018,"Monday, 6:00 -  9:00","Goolsbee, Austan",44,21,0,45,20,0,45,20,N/A,45,20,N/A,52,13,0,50,15,N/A
42121-81,Merger & Acquisition Strategy,Autumn,2018,"Wednesday, 6:00 -  9:00","Morrissette, Stephen",70,CLO,10756,70,CLO,16000,70,CLO,N/A,70,CLO,N/A,70,CLO,15129,70,CLO,N/A
42123-81,"Reputation, Regulation and Communications – How Media Influences Business",Autumn,2018,"Thursday, 6:00 -  9:00","Rolnik, Guy",61,4,0,62,3,0,65,CLO,1003,65,CLO,N/A,63,2,0,65,CLO,1
42123-85,"Reputation, Regulation and Communications – How Media Influences Business",Autumn,2018,"Saturday, 1:30 -  4:30","Rolnik, Guy",41,24,0,43,22,0,51,14,0,50,15,0,49,16,0,51,14,0
42201-81,The Legal Infrastructure of Business,Autumn,2018,"Wednesday, 6:00 -  9:00","Picker, Randal",55,10,0,65,CLO,1890,65,CLO,N/A,65,CLO,N/A,65,CLO,2198,64,1,N/A
42201-85,The Legal Infrastructure of Business,Autumn,2018,"Saturday, 1:30 -  4:30","Picker, Randal",54,11,0,55,10,0,65,CLO,241,62,3,0,65,CLO,2000,65,CLO,4413
42705-01,"Reputation, Regulation and Communications – How Media Influences Business - Lab",Autumn,2018,"Friday, 8:30 - 11:30","Rolnik, Guy",11,29,0,10,30,N/A,16,24,0,15,25,N/A,17,23,0,19,21,0
30000-81,Financial Accounting,Summer,2018,"Thursday, 6:00 -  9:00","Hanna, J.",27,38,0,24,41,0,45,20,0,43,22,N/A,43,22,0,63,2,0
30000-85,Financial Accounting,Summer,2018,"Saturday, 9:00 - 12:00","Hanna, J.",18,47,0,16,49,N/A,16,49,N/A,16,49,N/A,20,45,0,28,37,N/A
30118-81,Taxes and Business Strategy,Summer,2018,"Monday, 6:00 -  9:00","Weiss, Ira",70,CLO,2505,70,CLO,5515,70,CLO,N/A,70,CLO,N/A,70,CLO,8003,70,CLO,7000
30118-85,Taxes and Business Strategy,Summer,2018,"Saturday, 9:00 - 12:00","Weiss, Ira",58,7,0,60,5,0,60,5,N/A,60,5,N/A,60,5,0,59,6,N/A
33001-81,Microeconomics,Summer,2018,"Friday, 6:00 -  9:00","Siebert, Ralph",19,46,0,19,46,0,29,36,0,27,38,N/A,27,38,0,32,33,N/A
33001-85,Microeconomics,Summer,2018,"Saturday, 9:00 - 12:00","Siebert, Ralph",8,57,0,7,58,0,7,58,N/A,7,58,N/A,10,55,0,14,51,N/A
33032-81,Managing the Workplace,Summer,2018,"Thursday, 6:00 -  9:00","Prendergast, Canice",65,CLO,785,62,3,0,65,CLO,950,64,1,N/A,65,CLO,132,63,2,0
33040-81,Macroeconomics,Summer,2018,"Thursday, 6:00 -  9:00","Hurst, Erik",70,CLO,5973,70,CLO,8027,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
33040-82,Macroeconomics,Summer,2018,"Friday, 6:00 -  9:00","Hurst, Erik",70,CLO,7997,70,CLO,9067,70,CLO,N/A,70,CLO,N/A,70,CLO,8000,70,CLO,2405
33113-81,History of Economic Ideas ⑤,Summer,2018,"Tuesday, 6:00 -  9:00","Barry, Brian",23,42,0,21,44,0,21,44,N/A,21,44,N/A,18,47,0,19,46,0
34101-81,Entrepreneurial Finance and Private Equity,Summer,2018,"Thursday, 6:00 -  9:00","Meadow, Scott",65,CLO,5000,63,2,0,65,CLO,3900,65,CLO,N/A,65,CLO,N/A,65,CLO,27152
34102-81,New Venture Strategy,Summer,2018,"Monday, 6:00 -  9:00","Schrager, James",65,CLO,8403,65,CLO,7445,64,1,N/A,64,1,N/A,65,CLO,21004,65,CLO,5230
35000-81,Investments,Summer,2018,"Friday, 6:00 -  9:00","Hadlock, Charles",59,6,0,58,7,0,59,6,0,59,6,N/A,58,7,0,53,12,0
35000-85,Investments,Summer,2018,"Saturday, 9:00 - 12:00","Hadlock, Charles",63,2,0,65,CLO,3800,65,CLO,N/A,65,CLO,N/A,65,CLO,1790,65,CLO,N/A
35200-81,Corporation Finance,Summer,2018,"Thursday, 6:00 -  9:00","Hadlock, Charles",65,CLO,422,65,CLO,1135,65,CLO,N/A,65,CLO,N/A,65,CLO,1361,63,2,0
35200-85,Corporation Finance,Summer,2018,"Saturday, 1:30 -  4:30","Hadlock, Charles",35,30,0,38,27,0,38,27,N/A,38,27,N/A,54,11,0,56,9,0
35201-81,Cases in Financial Management,Summer,2018,"Friday, 6:00 -  9:00","Muscarella, Chris",16,24,0,15,25,0,16,24,0,15,25,N/A,13,27,N/A,11,29,N/A
35201-85,Cases in Financial Management,Summer,2018,"Saturday, 9:00 - 12:00","Muscarella, Chris",16,24,0,14,26,0,14,26,N/A,14,26,N/A,18,22,0,19,21,0
36110-81,Application Development,Summer,2018,"Wednesday, 6:00 -  9:00","Betina, Raghu",30,CLO,2000,30,CLO,3513,30,CLO,N/A,30,CLO,N/A,30,CLO,4291,30,CLO,N/A
37000-81,Marketing Strategy,Summer,2018,"Friday, 6:00 -  9:00","Dhar, Sanjay",65,CLO,1,65,CLO,5000,65,CLO,N/A,65,CLO,N/A,61,4,0,60,5,0
37000-85,Marketing Strategy,Summer,2018,"Saturday, 9:00 - 12:00","Dhar, Sanjay",59,6,0,56,9,0,56,9,N/A,56,9,N/A,65,CLO,107,59,6,N/A
38001-81,Managing in Organizations,Summer,2018,"Friday, 6:00 -  9:00","O'Brien, Ed",63,2,0,59,6,0,63,2,0,62,3,0,58,7,0,55,10,N/A
38001-85,Managing in Organizations,Summer,2018,"Saturday, 9:00 - 12:00","O'Brien, Ed",35,30,0,29,36,0,29,36,N/A,29,36,N/A,45,20,0,43,22,0
38001-86,Managing in Organizations,Summer,2018,"Saturday, 1:30 -  4:30","O'Brien, Ed",65,CLO,300,65,CLO,4000,65,CLO,N/A,65,CLO,N/A,65,CLO,5500,65,CLO,4000
38002-81,Managerial Decision Making,Summer,2018,"Monday, 6:00 -  9:00","Hastie, Reid",41,24,0,44,21,0,50,15,0,50,15,N/A,48,17,0,44,21,0
38002-82,Managerial Decision Making,Summer,2018,"Tuesday, 6:00 -  9:00","Hastie, Reid",45,20,0,41,24,0,42,23,0,42,23,N/A,51,14,0,53,12,0
38103-81,Strategies and Processes of Negotiation,Summer,2018,"Thursday, 6:00 -  9:00","Fishbach, Ayelet",55,CLO,3000,55,CLO,4003,55,CLO,N/A,55,CLO,N/A,53,2,0,55,CLO,3005
38103-82,Strategies and Processes of Negotiation,Summer,2018,"Friday, 6:00 -  9:00","Fishbach, Ayelet",46,9,0,39,16,0,43,12,0,44,11,0,42,13,0,41,14,0
38103-85,Strategies and Processes of Negotiation,Summer,2018,"Saturday, 9:00 - 12:00","Fishbach, Ayelet",25,30,0,26,29,0,26,29,N/A,26,29,N/A,31,24,0,36,19,0
40000-81,Operations Management: Business Process Fundamentals,Summer,2018,"Friday, 6:00 -  9:00","Chayet, Sergio",70,CLO,6,63,2,0,66,CLO,0,66,CLO,N/A,68,CLO,0,63,2,0
40000-85,Operations Management: Business Process Fundamentals,Summer,2018,"Saturday, 1:30 -  4:30","Chayet, Sergio",70,CLO,1500,70,CLO,5500,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,15000
40111-85,Project Management,Summer,2018,"Saturday, 9:00 - 12:00","Chayet, Sergio",40,CLO,4767,40,CLO,5779,40,CLO,N/A,40,CLO,N/A,40,CLO,N/A,40,CLO,5005
41000-81,Business Statistics,Summer,2018,"Friday, 6:00 -  9:00","Hahn, P.",23,42,0,23,42,0,30,35,0,29,36,N/A,24,41,0,29,36,N/A
41000-85,Business Statistics,Summer,2018,"Saturday, 9:00 - 12:00","Hahn, P.",13,52,0,13,52,0,13,52,N/A,13,52,N/A,17,48,0,19,46,N/A
41205-85,Data Analysis with R ⑤,Summer,2018,"Saturday, 1:30 -  4:30","Hahn, P.",14,51,0,13,52,0,13,52,N/A,13,52,N/A,18,47,0,20,45,0
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Summer,2018,"Tuesday, 6:00 -  9:00","Gilula, Zvi",40,CLO,4500,40,CLO,9000,40,CLO,N/A,40,CLO,N/A,40,CLO,10000,40,CLO,6727
42001-81,Competitive Strategy,Summer,2018,"Tuesday, 6:00 -  9:00","Shefi, Yoad",65,CLO,512,60,5,0,61,4,0,61,4,N/A,58,7,0,57,8,0
42001-82,Competitive Strategy,Summer,2018,"Wednesday, 6:00 -  9:00","Shefi, Yoad",43,22,0,44,21,0,47,18,0,47,18,N/A,64,1,0,62,3,0
42704-81,Integrated Strategic Management ⑤,Summer,2018,"Friday, 6:00 -  9:00","Fitzgerald, Kathleen",18,47,0,18,47,0,18,47,N/A,18,47,N/A,22,43,0,19,46,0
30000-81,Financial Accounting,Spring,2018,"Friday, 6:00 -  9:00","Zakolyukina, Anastasia",11,54,0,7,58,0,11,54,0,10,55,N/A,7,58,0,24,41,N/A
30000-82,Financial Accounting,Spring,2018,"Tuesday, 6:00 -  9:00","Tomy, Rimmy",32,33,0,36,29,0,65,CLO,7,65,CLO,N/A,65,CLO,11106,65,CLO,N/A
30000-83,Financial Accounting,Spring,2018,"Monday, 6:00 -  9:00","Tomy, Rimmy",8,57,0,8,57,0,28,37,0,30,35,0,53,12,0,65,CLO,0
30000-85,Financial Accounting,Spring,2018,"Saturday, 1:30 -  4:30","Zakolyukina, Anastasia",15,50,0,16,49,0,49,16,0,47,18,0,59,6,0,64,1,N/A
30116-01,Accounting and Financial Analysis I,Spring,2018,"Tuesday, 1:30 -  4:30","Christensen, Hans",24,41,0,30,35,0,30,35,N/A,30,35,N/A,31,34,0,25,40,N/A
30116-02,Accounting and Financial Analysis I,Spring,2018,"Wednesday, 1:30 -  4:30","Christensen, Hans",11,54,0,16,49,0,16,49,N/A,16,49,N/A,13,52,0,12,53,N/A
30116-81,Accounting and Financial Analysis I,Spring,2018,"Tuesday, 6:00 -  9:00","Christensen, Hans",24,41,0,16,49,0,18,47,0,19,46,0,16,49,0,18,47,0
30118-01,Taxes and Business Strategy,Spring,2018,"Thursday, 8:30 - 11:30","Weiss, Ira",70,CLO,4023,70,CLO,12729,70,CLO,N/A,70,CLO,N/A,70,CLO,14246,70,CLO,N/A
30118-81,Taxes and Business Strategy,Spring,2018,"Thursday, 6:00 -  9:00","Weiss, Ira",35,35,0,34,36,0,35,35,0,35,35,N/A,70,CLO,555,70,CLO,4401
30120-01,"Accounting, Economic, and Regulatory Issues in Complex Deals ",Spring,2018,"Tuesday, 1:30 -  4:30","Maffett, Mark",65,CLO,51,65,CLO,5002,65,CLO,N/A,65,CLO,N/A,65,CLO,2553,63,2,0
30120-81,"Accounting, Economic, and Regulatory Issues in Complex Deals ",Spring,2018,"Tuesday, 6:00 -  9:00","Maffett, Mark",26,39,0,29,36,0,30,35,0,30,35,N/A,47,18,0,42,23,0
30130-01,Financial Statement Analysis,Spring,2018,"Friday, 1:30 -  4:30","Hand, John",65,CLO,2189,65,CLO,10100,65,CLO,N/A,65,CLO,N/A,65,CLO,10008,65,CLO,N/A
30130-81,Financial Statement Analysis,Spring,2018,"Friday, 6:00 -  9:00","Hand, John",65,CLO,1200,65,CLO,6789,65,CLO,N/A,65,CLO,N/A,65,CLO,6136,65,CLO,N/A
30600-60,Workshop in Accounting Research,Spring,2018,"Thursday, 1:20 -  2:50","Minnis, Michael;Nikolaev, Valeri",4,61,0,4,61,N/A,4,61,N/A,4,61,N/A,4,61,N/A,5,60,0
30902-50,Empirical Research in Accounting,Spring,2018,"Tuesday, 1:30 -  4:30","Ball, Ray",5,14,0,5,14,N/A,5,14,N/A,5,14,N/A,5,14,N/A,9,10,N/A
33001-81,Microeconomics,Spring,2018,"Friday, 6:00 -  9:00","Dizon-Ross, Rebecca",16,49,0,14,51,N/A,30,35,0,30,35,0,34,31,0,34,31,N/A
33001-85,Microeconomics,Spring,2018,"Saturday, 9:00 - 12:00","Dizon-Ross, Rebecca",8,57,0,4,61,N/A,17,48,0,18,47,0,23,42,0,29,36,N/A
33001-86,Microeconomics,Spring,2018,"Saturday, 1:30 -  4:30","Dizon-Ross, Rebecca",17,48,0,22,43,0,45,20,0,45,20,N/A,49,16,0,54,11,0
33032-01,Managing the Workplace,Spring,2018,"Tuesday, 1:30 -  4:30","Prendergast, Canice",70,CLO,0,70,CLO,11376,70,CLO,N/A,70,CLO,N/A,70,CLO,12345,70,CLO,N/A
33032-02,Managing the Workplace,Spring,2018,"Wednesday, 8:30 - 11:30","Prendergast, Canice",70,CLO,6045,70,CLO,10400,70,CLO,N/A,70,CLO,N/A,70,CLO,10000,70,CLO,11060
33032-81,Managing the Workplace,Spring,2018,"Monday, 6:00 -  9:00","Prendergast, Canice",70,CLO,2501,70,CLO,4500,70,CLO,N/A,70,CLO,N/A,70,CLO,11000,70,CLO,11706
33040-01,Macroeconomics,Spring,2018,"Tuesday, 1:30 -  4:30","Guerrieri, Veronica",36,29,0,50,15,0,50,15,N/A,50,15,N/A,46,19,0,50,15,0
33040-02,Macroeconomics,Spring,2018,"Thursday, 1:30 -  4:30","Winberry, Thomas",65,CLO,500,65,CLO,2400,65,CLO,N/A,65,CLO,N/A,65,CLO,3071,65,CLO,11296
33040-81,Macroeconomics,Spring,2018,"Tuesday, 6:00 -  9:00","Guerrieri, Veronica",13,52,0,14,51,0,17,48,0,16,49,N/A,17,48,0,24,41,0
33040-82,Macroeconomics,Spring,2018,"Thursday, 6:00 -  9:00","Winberry, Thomas",28,37,0,22,43,0,22,43,N/A,22,43,N/A,45,20,0,57,8,0
33222-81,Sports Analytics,Spring,2018,"Tuesday, 6:00 -  9:00","Huizinga, John;Murphy, Kevin",22,18,0,21,19,0,21,19,N/A,21,19,N/A,18,22,N/A,18,22,0
33305-01,The Firm and the Non-Market Environment,Spring,2018,"Thursday, 1:30 -  4:30","Bertrand, Marianne",70,CLO,10001,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,23598,70,CLO,N/A
33305-81,The Firm and the Non-Market Environment,Spring,2018,"Thursday, 6:00 -  9:00","Bertrand, Marianne",70,CLO,555,70,CLO,2750,70,CLO,N/A,70,CLO,N/A,70,CLO,13292,70,CLO,11881
33305-85,The Firm and the Non-Market Environment,Spring,2018,"Saturday, 9:00 - 12:00","Bertrand, Marianne",45,25,0,37,33,0,41,29,0,41,29,N/A,70,CLO,2504,70,CLO,16000
33314-01,Big Problems,Spring,2018,"Tuesday, 8:30 - 11:30","Malani, Anup;Murphy, Kevin;Topel, Robert;Weisbach, David",16,CLO,7801,15,1,0,15,1,N/A,15,1,N/A,16,CLO,4000,16,CLO,N/A
33401-01,Money and Banking,Spring,2018,"Tuesday, 8:30 - 11:30","Kroszner, Randall",70,CLO,2000,70,CLO,9881,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
33401-02,Money and Banking,Spring,2018,"Wednesday, 1:30 -  4:30","Kroszner, Randall",70,CLO,1091,70,CLO,11029,70,CLO,N/A,70,CLO,N/A,70,CLO,8933,70,CLO,N/A
33401-81,Money and Banking,Spring,2018,"Tuesday, 6:00 -  9:00","Kroszner, Randall",70,CLO,1000,70,CLO,2202,70,CLO,N/A,70,CLO,N/A,70,CLO,5789,70,CLO,5241
33451-81,Real Estate Investments II,Spring,2018,"Thursday, 6:00 -  9:00","Pagliari, Joseph",30,35,0,31,34,0,31,34,N/A,31,34,N/A,29,36,0,30,35,0
33471-01,"Business, Politics, and Ethics",Spring,2018,"Thursday, 8:30 - 11:30","Barry, Brian",42,CLO,1500,42,CLO,8888,42,CLO,N/A,42,CLO,N/A,42,CLO,13001,42,CLO,2326
33471-85,"Business, Politics, and Ethics",Spring,2018,"Saturday, 1:30 -  4:30","Barry, Brian",42,CLO,2001,42,CLO,16453,42,CLO,711,41,1,N/A,42,CLO,6006,42,CLO,N/A
33502-01,International Financial Policy,Spring,2018,"Thursday, 1:30 -  4:30","Kekre, Rohan",58,12,0,70,CLO,103,70,CLO,N/A,70,CLO,N/A,60,10,0,65,5,0
33502-81,International Financial Policy,Spring,2018,"Thursday, 6:00 -  9:00","Kekre, Rohan",21,44,0,16,49,0,18,47,0,18,47,N/A,34,31,0,38,27,0
33502-85,International Financial Policy,Spring,2018,"Saturday, 1:30 -  4:30","Kekre, Rohan",70,CLO,155,70,CLO,5296,70,CLO,N/A,70,CLO,N/A,70,CLO,5001,70,CLO,8123
33610-60,Applied Economics Workshop,Spring,2018,"Wednesday, 1:20 -  2:50","Mahoney, Neale;Syverson, Chad",1,64,0,2,63,0,2,63,N/A,2,63,N/A,3,62,0,10,55,N/A
33650-60,Workshop in Macro and International Economics,Spring,2018,"Monday,11:45 -  1:15","Hachem, Kinda;Kashyap, Anil;Kekre, Rohan",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,8,57,N/A
33701-01,Energy Policy Practicum,Spring,2018,"Wednesday, 8:30 - 11:30","Topel, Robert",18,2,0,17,3,0,17,3,N/A,17,3,N/A,13,7,0,20,CLO,N/A
33915-50,Market Design,Spring,2018,"Monday, 3:30 -  6:30","Budish, Eric;Dworczak, Piotr",0,40,N/A,0,40,N/A,0,40,N/A,0,40,N/A,0,40,N/A,7,33,0
33923-50,Advanced Industrial Organization III,Spring,2018,"Thursday, 1:30 -  4:30","Carlton, Dennis",2,63,0,2,63,0,2,63,N/A,2,63,N/A,2,63,N/A,14,51,N/A
33949-50,Applied Macroeconomics: Heterogeneity and Macro,Spring,2018,"Monday, 8:45 - 11:45","Kekre, Rohan;Vavra, Joseph",1,31,0,1,31,N/A,1,31,N/A,1,31,N/A,1,31,N/A,13,19,N/A
34101-01,Entrepreneurial Finance and Private Equity,Spring,2018,"Wednesday, 1:30 -  4:30","Zwick, Eric",53,13,0,60,6,0,60,6,N/A,60,6,N/A,59,7,0,60,6,0
34101-02,Entrepreneurial Finance and Private Equity,Spring,2018,"Friday, 8:30 - 11:30","Meadow, Scott",65,CLO,11,65,CLO,3107,65,CLO,N/A,65,CLO,N/A,65,CLO,3333,65,CLO,2731
34101-85,Entrepreneurial Finance and Private Equity,Spring,2018,"Saturday, 9:00 - 12:00","Meadow, Scott",63,2,0,57,8,0,60,5,0,60,5,0,65,CLO,4201,65,CLO,4242
34102-01,New Venture Strategy,Spring,2018,"Tuesday, 1:30 -  4:30","Schrager, James",65,CLO,8350,65,CLO,18040,65,CLO,N/A,65,CLO,N/A,65,CLO,24012,65,CLO,26091
34102-81,New Venture Strategy,Spring,2018,"Thursday, 6:00 -  9:00","Bunch, Gregory",62,3,0,62,3,0,65,CLO,795,64,1,N/A,65,CLO,9410,65,CLO,3233
34108-81,Innovation Leadership,Spring,2018,"Monday, 6:00 -  9:00","Lyman, Lindsey",40,CLO,3075,40,CLO,8000,40,CLO,N/A,40,CLO,N/A,40,CLO,5707,40,CLO,4578
34111-85,Entrepreneurial Selling,Spring,2018,"Saturday, 9:00 - 12:00","Alter, Michael",52,13,0,48,17,0,54,11,0,56,9,0,54,11,0,54,11,0
35000-01,Investments,Spring,2018,"Wednesday, 8:30 - 11:30","Carlin, Bruce",65,CLO,1000,65,CLO,1500,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,65,CLO,5569
35000-02,Investments,Spring,2018,"Thursday, 8:30 - 11:30","Carlin, Bruce",50,15,0,61,4,0,61,4,N/A,61,4,N/A,65,CLO,1699,65,CLO,1009
35000-81,Investments,Spring,2018,"Wednesday, 6:00 -  9:00","Carlin, Bruce",65,CLO,5,65,CLO,3512,65,CLO,N/A,65,CLO,N/A,65,CLO,5501,65,CLO,2000
35120-01,Portfolio Management,Spring,2018,"Friday, 1:30 -  4:30","Pastor, Lubos",58,7,0,61,4,0,61,4,N/A,61,4,N/A,60,5,0,65,CLO,0
35120-81,Portfolio Management,Spring,2018,"Friday, 6:00 -  9:00","Pastor, Lubos",53,12,0,55,10,0,55,10,N/A,55,10,N/A,54,11,0,53,12,0
35120-85,Portfolio Management,Spring,2018,"Saturday, 9:00 - 12:00","Pastor, Lubos",18,47,0,18,47,0,18,47,N/A,18,47,N/A,26,39,0,27,38,0
35121-01,Behavioral Finance,Spring,2018,"Monday, 1:30 -  4:30","Hartzmark, Samuel",30,35,0,35,30,0,35,30,N/A,35,30,N/A,31,34,0,29,36,0
35121-81,Behavioral Finance,Spring,2018,"Monday, 6:00 -  9:00","Hartzmark, Samuel",20,45,0,15,50,N/A,15,50,N/A,15,50,N/A,17,48,0,12,53,0
35125-01,Quantimental Investment,Spring,2018,"Monday, 1:30 -  4:30","Cong, Lin William",13,52,0,13,52,N/A,13,52,N/A,13,52,N/A,11,54,0,33,32,0
35125-81,Quantimental Investment,Spring,2018,"Monday, 6:00 -  9:00","Cong, Lin William",17,48,0,19,46,0,19,46,N/A,19,46,N/A,16,49,0,16,49,N/A
35125-85,Quantimental Investment,Spring,2018,"Saturday, 1:30 -  4:30","Cong, Lin William",29,36,0,23,42,N/A,23,42,N/A,23,42,N/A,27,38,0,33,32,0
35134-85,Fixed Income Investments: Corporate and Sovereign Bonds,Spring,2018,"Saturday, 9:00 - 12:00","Sydyak, Oleg;Veronesi, Pietro",30,35,0,29,36,0,30,35,0,30,35,N/A,28,37,0,29,36,0
35200-01,Corporation Finance,Spring,2018,"Friday, 8:30 - 11:30","Noel, Pascal",65,CLO,1793,65,CLO,5000,65,CLO,N/A,65,CLO,N/A,65,CLO,0,63,2,N/A
35200-81,Corporation Finance,Spring,2018,"Wednesday, 6:00 -  9:00","Mitchell, Mark",30,35,0,29,36,0,29,36,N/A,29,36,N/A,65,CLO,3800,65,CLO,5106
35200-85,Corporation Finance,Spring,2018,"Saturday, 1:30 -  4:30","Noel, Pascal",34,31,0,33,32,0,33,32,N/A,33,32,N/A,38,27,0,39,26,0
35201-01,Cases in Financial Management,Spring,2018,"Tuesday, 1:30 -  4:30","Rock, Kevin",37,28,0,46,19,0,46,19,N/A,46,19,N/A,42,23,0,39,26,0
35201-81,Cases in Financial Management,Spring,2018,"Tuesday, 6:00 -  9:00","Rock, Kevin",18,22,0,13,27,0,13,27,N/A,13,27,N/A,23,17,0,28,12,0
35202-01,Financial Markets and Institutions,Spring,2018,"Wednesday, 1:30 -  4:30","Diamond, Douglas",45,20,0,53,12,0,53,12,N/A,53,12,N/A,50,15,0,51,14,0
35202-81,Financial Markets and Institutions,Spring,2018,"Tuesday, 6:00 -  9:00","Diamond, Douglas",11,54,0,9,56,0,9,56,N/A,9,56,N/A,11,54,0,14,51,0
35211-01,The Analytics of Financial Crises,Spring,2018,"Monday, 8:30 - 11:30","Kashyap, Anil",32,33,0,27,38,0,27,38,N/A,27,38,N/A,20,45,N/A,15,50,N/A
35211-81,The Analytics of Financial Crises,Spring,2018,"Monday, 6:00 -  9:00","Kashyap, Anil",13,52,0,12,53,N/A,12,53,N/A,12,53,N/A,15,50,0,13,52,N/A
35600-60,Seminar: Finance,Spring,2018,"Tuesday, 1:20 -  2:50","Heaton, John;Kempf, Elisabeth",6,59,0,7,58,0,7,58,N/A,7,58,N/A,9,56,0,15,50,0
35601-60,Applied Theory Workshop,Spring,2018,"Tuesday, 3:30 -  5:00","Frankel, Alexander",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,1,64,0
35903-50,Theory of Financial Decisions III,Spring,2018,"Wednesday, 8:30 - 11:30","Sufi, Amir;Zingales, Luigi",8,14,0,8,14,N/A,8,14,N/A,8,14,N/A,8,14,0,13,9,0
